serial,lot,fixture,shift,timestamp,step,measurement,value,unit,lower_limit,upper_limit,result,notes
SRB5030-2608-0027,L2608C,FIX-03,B,2026-08-24T15:19:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0028,L2608C,FIX-04,B,2026-08-24T15:26:00,1,R_OUT,3360.0,ohm,500.0,,PASS,
SRB5030-2608-0028,L2608C,FIX-04,B,2026-08-24T15:26:07,2,IQ_NL,11.33,mA,,25.00,PASS,
SRB5030-2608-0028,L2608C,FIX-04,B,2026-08-24T15:26:14,3,VOUT,4.9899,V,4.9500,5.0500,PASS,
SRB5030-2608-0028,L2608C,FIX-04,B,2026-08-24T15:26:21,4,LINE_REG,0.108,%,,0.300,PASS,
SRB5030-2608-0028,L2608C,FIX-04,B,2026-08-24T15:26:28,5,LOAD_REG,0.406,%,,0.800,PASS,
SRB5030-2608-0028,L2608C,FIX-04,B,2026-08-24T15:26:35,6,EFF_FL,92.47,%,88.00,,PASS,
SRB5030-2608-0028,L2608C,FIX-04,B,2026-08-24T15:26:42,7,RIPPLE,21.6,mV,,50.0,PASS,
SRB5030-2608-0028,L2608C,FIX-04,B,2026-08-24T15:26:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0029,L2608D,FIX-01,B,2026-08-24T15:33:00,1,R_OUT,3218.0,ohm,500.0,,PASS,
SRB5030-2608-0029,L2608D,FIX-01,B,2026-08-24T15:33:07,2,IQ_NL,10.78,mA,,25.00,PASS,
SRB5030-2608-0029,L2608D,FIX-01,B,2026-08-24T15:33:14,3,VOUT,4.9873,V,4.9500,5.0500,PASS,
SRB5030-2608-0029,L2608D,FIX-01,B,2026-08-24T15:33:21,4,LINE_REG,0.122,%,,0.300,PASS,
SRB5030-2608-0029,L2608D,FIX-01,B,2026-08-24T15:33:28,5,LOAD_REG,0.390,%,,0.800,PASS,
SRB5030-2608-0029,L2608D,FIX-01,B,2026-08-24T15:33:35,6,EFF_FL,92.96,%,88.00,,PASS,
SRB5030-2608-0029,L2608D,FIX-01,B,2026-08-24T15:33:42,7,RIPPLE,20.9,mV,,50.0,PASS,
SRB5030-2608-0029,L2608D,FIX-01,B,2026-08-24T15:33:49,8,I_LIM,4.45,A,3.70,5.00,PASS,
SRB5030-2608-0030,L2608D,FIX-02,B,2026-08-24T15:40:00,1,R_OUT,3290.2,ohm,500.0,,PASS,
SRB5030-2608-0030,L2608D,FIX-02,B,2026-08-24T15:40:07,2,IQ_NL,11.45,mA,,25.00,PASS,
SRB5030-2608-0030,L2608D,FIX-02,B,2026-08-24T15:40:14,3,VOUT,4.9677,V,4.9500,5.0500,PASS,
SRB5030-2608-0030,L2608D,FIX-02,B,2026-08-24T15:40:21,4,LINE_REG,0.153,%,,0.300,PASS,
SRB5030-2608-0030,L2608D,FIX-02,B,2026-08-24T15:40:28,5,LOAD_REG,0.411,%,,0.800,PASS,
SRB5030-2608-0030,L2608D,FIX-02,B,2026-08-24T15:40:35,6,EFF_FL,92.43,%,88.00,,PASS,
SRB5030-2608-0030,L2608D,FIX-02,B,2026-08-24T15:40:42,7,RIPPLE,23.2,mV,,50.0,PASS,
SRB5030-2608-0030,L2608D,FIX-02,B,2026-08-24T15:40:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0031,L2608D,FIX-03,B,2026-08-24T15:47:00,1,R_OUT,3157.0,ohm,500.0,,PASS,
SRB5030-2608-0031,L2608D,FIX-03,B,2026-08-24T15:47:07,2,IQ_NL,10.64,mA,,25.00,PASS,
SRB5030-2608-0031,L2608D,FIX-03,B,2026-08-24T15:47:14,3,VOUT,4.9862,V,4.9500,5.0500,PASS,
SRB5030-2608-0031,L2608D,FIX-03,B,2026-08-24T15:47:21,4,LINE_REG,0.096,%,,0.300,PASS,
SRB5030-2608-0031,L2608D,FIX-03,B,2026-08-24T15:47:28,5,LOAD_REG,0.389,%,,0.800,PASS,
SRB5030-2608-0031,L2608D,FIX-03,B,2026-08-24T15:47:35,6,EFF_FL,92.46,%,88.00,,PASS,
SRB5030-2608-0031,L2608D,FIX-03,B,2026-08-24T15:47:42,7,RIPPLE,21.4,mV,,50.0,PASS,
SRB5030-2608-0031,L2608D,FIX-03,B,2026-08-24T15:47:49,8,I_LIM,4.55,A,3.70,5.00,PASS,
SRB5030-2608-0032,L2608D,FIX-04,B,2026-08-24T15:54:00,1,R_OUT,3373.1,ohm,500.0,,PASS,
SRB5030-2608-0032,L2608D,FIX-04,B,2026-08-24T15:54:07,2,IQ_NL,10.99,mA,,25.00,PASS,
SRB5030-2608-0032,L2608D,FIX-04,B,2026-08-24T15:54:14,3,VOUT,5.0023,V,4.9500,5.0500,PASS,
SRB5030-2608-0032,L2608D,FIX-04,B,2026-08-24T15:54:21,4,LINE_REG,0.122,%,,0.300,PASS,
SRB5030-2608-0032,L2608D,FIX-04,B,2026-08-24T15:54:28,5,LOAD_REG,0.409,%,,0.800,PASS,
SRB5030-2608-0032,L2608D,FIX-04,B,2026-08-24T15:54:35,6,EFF_FL,92.01,%,88.00,,PASS,
SRB5030-2608-0032,L2608D,FIX-04,B,2026-08-24T15:54:42,7,RIPPLE,19.8,mV,,50.0,PASS,
SRB5030-2608-0032,L2608D,FIX-04,B,2026-08-24T15:54:49,8,I_LIM,4.25,A,3.70,5.00,PASS,
SRB5030-2608-0033,L2608A,FIX-01,B,2026-08-24T16:01:00,1,R_OUT,3468.2,ohm,500.0,,PASS,
SRB5030-2608-0033,L2608A,FIX-01,B,2026-08-24T16:01:07,2,IQ_NL,11.31,mA,,25.00,PASS,
SRB5030-2608-0033,L2608A,FIX-01,B,2026-08-24T16:01:14,3,VOUT,5.0108,V,4.9500,5.0500,PASS,
SRB5030-2608-0033,L2608A,FIX-01,B,2026-08-24T16:01:21,4,LINE_REG,0.114,%,,0.300,PASS,
SRB5030-2608-0033,L2608A,FIX-01,B,2026-08-24T16:01:28,5,LOAD_REG,0.391,%,,0.800,PASS,
SRB5030-2608-0033,L2608A,FIX-01,B,2026-08-24T16:01:35,6,EFF_FL,92.23,%,88.00,,PASS,
SRB5030-2608-0033,L2608A,FIX-01,B,2026-08-24T16:01:42,7,RIPPLE,22.5,mV,,50.0,PASS,
SRB5030-2608-0033,L2608A,FIX-01,B,2026-08-24T16:01:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0034,L2608A,FIX-02,B,2026-08-24T16:08:00,1,R_OUT,3189.7,ohm,500.0,,PASS,
SRB5030-2608-0034,L2608A,FIX-02,B,2026-08-24T16:08:07,2,IQ_NL,11.20,mA,,25.00,PASS,
SRB5030-2608-0034,L2608A,FIX-02,B,2026-08-24T16:08:14,3,VOUT,5.0000,V,4.9500,5.0500,PASS,
SRB5030-2608-0034,L2608A,FIX-02,B,2026-08-24T16:08:21,4,LINE_REG,0.124,%,,0.300,PASS,
SRB5030-2608-0034,L2608A,FIX-02,B,2026-08-24T16:08:28,5,LOAD_REG,0.419,%,,0.800,PASS,
SRB5030-2608-0034,L2608A,FIX-02,B,2026-08-24T16:08:35,6,EFF_FL,92.38,%,88.00,,PASS,
SRB5030-2608-0034,L2608A,FIX-02,B,2026-08-24T16:08:42,7,RIPPLE,20.9,mV,,50.0,PASS,
SRB5030-2608-0034,L2608A,FIX-02,B,2026-08-24T16:08:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0035,L2608A,FIX-03,B,2026-08-24T16:15:00,1,R_OUT,3274.5,ohm,500.0,,PASS,
SRB5030-2608-0035,L2608A,FIX-03,B,2026-08-24T16:15:07,2,IQ_NL,11.58,mA,,25.00,PASS,
SRB5030-2608-0035,L2608A,FIX-03,B,2026-08-24T16:15:14,3,VOUT,4.9581,V,4.9500,5.0500,PASS,
SRB5030-2608-0035,L2608A,FIX-03,B,2026-08-24T16:15:21,4,LINE_REG,0.163,%,,0.300,PASS,
SRB5030-2608-0035,L2608A,FIX-03,B,2026-08-24T16:15:28,5,LOAD_REG,0.401,%,,0.800,PASS,
SRB5030-2608-0035,L2608A,FIX-03,B,2026-08-24T16:15:35,6,EFF_FL,92.86,%,88.00,,PASS,
SRB5030-2608-0035,L2608A,FIX-03,B,2026-08-24T16:15:42,7,RIPPLE,21.9,mV,,50.0,PASS,
SRB5030-2608-0035,L2608A,FIX-03,B,2026-08-24T16:15:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0036,L2608A,FIX-04,B,2026-08-24T16:22:00,1,R_OUT,3302.7,ohm,500.0,,PASS,
SRB5030-2608-0036,L2608A,FIX-04,B,2026-08-24T16:22:07,2,IQ_NL,10.55,mA,,25.00,PASS,
SRB5030-2608-0036,L2608A,FIX-04,B,2026-08-24T16:22:14,3,VOUT,4.9752,V,4.9500,5.0500,PASS,
SRB5030-2608-0036,L2608A,FIX-04,B,2026-08-24T16:22:21,4,LINE_REG,0.133,%,,0.300,PASS,
SRB5030-2608-0036,L2608A,FIX-04,B,2026-08-24T16:22:28,5,LOAD_REG,0.442,%,,0.800,PASS,
SRB5030-2608-0036,L2608A,FIX-04,B,2026-08-24T16:22:35,6,EFF_FL,92.19,%,88.00,,PASS,
SRB5030-2608-0036,L2608A,FIX-04,B,2026-08-24T16:22:42,7,RIPPLE,21.1,mV,,50.0,PASS,
SRB5030-2608-0036,L2608A,FIX-04,B,2026-08-24T16:22:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0037,L2608B,FIX-01,B,2026-08-24T16:29:00,1,R_OUT,0.4,ohm,500.0,,FAIL,"no continuity check, reads 0.4 ohm out to gnd - bridge at J2?"
SRB5030-2608-0038,L2608B,FIX-02,B,2026-08-24T16:36:00,1,R_OUT,3312.3,ohm,500.0,,PASS,
SRB5030-2608-0038,L2608B,FIX-02,B,2026-08-24T16:36:07,2,IQ_NL,10.94,mA,,25.00,PASS,
SRB5030-2608-0038,L2608B,FIX-02,B,2026-08-24T16:36:14,3,VOUT,4.9913,V,4.9500,5.0500,PASS,
SRB5030-2608-0038,L2608B,FIX-02,B,2026-08-24T16:36:21,4,LINE_REG,0.099,%,,0.300,PASS,
SRB5030-2608-0038,L2608B,FIX-02,B,2026-08-24T16:36:28,5,LOAD_REG,0.387,%,,0.800,PASS,
SRB5030-2608-0038,L2608B,FIX-02,B,2026-08-24T16:36:35,6,EFF_FL,92.07,%,88.00,,PASS,
SRB5030-2608-0038,L2608B,FIX-02,B,2026-08-24T16:36:42,7,RIPPLE,49.7,mV,,50.0,PASS,
SRB5030-2608-0038,L2608B,FIX-02,B,2026-08-24T16:36:49,8,I_LIM,4.25,A,3.70,5.00,PASS,
SRB5030-2608-0039,L2608B,FIX-03,B,2026-08-24T16:43:00,1,R_OUT,3288.2,ohm,500.0,,PASS,
SRB5030-2608-0039,L2608B,FIX-03,B,2026-08-24T16:43:07,2,IQ_NL,11.74,mA,,25.00,PASS,
SRB5030-2608-0039,L2608B,FIX-03,B,2026-08-24T16:43:14,3,VOUT,4.9629,V,4.9500,5.0500,PASS,
SRB5030-2608-0039,L2608B,FIX-03,B,2026-08-24T16:43:21,4,LINE_REG,0.083,%,,0.300,PASS,
SRB5030-2608-0039,L2608B,FIX-03,B,2026-08-24T16:43:28,5,LOAD_REG,0.444,%,,0.800,PASS,
SRB5030-2608-0039,L2608B,FIX-03,B,2026-08-24T16:43:35,6,EFF_FL,92.06,%,88.00,,PASS,
SRB5030-2608-0039,L2608B,FIX-03,B,2026-08-24T16:43:42,7,RIPPLE,38.2,mV,,50.0,PASS,
SRB5030-2608-0039,L2608B,FIX-03,B,2026-08-24T16:43:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0040,L2608B,FIX-04,B,2026-08-24T16:50:00,1,R_OUT,3237.2,ohm,500.0,,PASS,
SRB5030-2608-0040,L2608B,FIX-04,B,2026-08-24T16:50:07,2,IQ_NL,11.47,mA,,25.00,PASS,
SRB5030-2608-0040,L2608B,FIX-04,B,2026-08-24T16:50:14,3,VOUT,5.0106,V,4.9500,5.0500,PASS,
SRB5030-2608-0040,L2608B,FIX-04,B,2026-08-24T16:50:21,4,LINE_REG,0.107,%,,0.300,PASS,
SRB5030-2608-0040,L2608B,FIX-04,B,2026-08-24T16:50:28,5,LOAD_REG,0.439,%,,0.800,PASS,
SRB5030-2608-0040,L2608B,FIX-04,B,2026-08-24T16:50:35,6,EFF_FL,92.42,%,88.00,,PASS,
SRB5030-2608-0040,L2608B,FIX-04,B,2026-08-24T16:50:42,7,RIPPLE,50.7,mV,,50.0,FAIL,FAIL
SRB5030-2608-0040,L2608B,FIX-04,B,2026-08-24T16:50:49,8,I_LIM,4.15,A,3.70,5.00,PASS,
SRB5030-2608-0041,L2608C,FIX-01,B,2026-08-24T16:57:00,1,R_OUT,3310.3,ohm,500.0,,PASS,
SRB5030-2608-0041,L2608C,FIX-01,B,2026-08-24T16:57:07,2,IQ_NL,10.63,mA,,25.00,PASS,
SRB5030-2608-0041,L2608C,FIX-01,B,2026-08-24T16:57:14,3,VOUT,4.9986,V,4.9500,5.0500,PASS,
SRB5030-2608-0041,L2608C,FIX-01,B,2026-08-24T16:57:21,4,LINE_REG,0.117,%,,0.300,PASS,
SRB5030-2608-0041,L2608C,FIX-01,B,2026-08-24T16:57:28,5,LOAD_REG,0.412,%,,0.800,PASS,
SRB5030-2608-0041,L2608C,FIX-01,B,2026-08-24T16:57:35,6,EFF_FL,92.52,%,88.00,,PASS,
SRB5030-2608-0041,L2608C,FIX-01,B,2026-08-24T16:57:42,7,RIPPLE,22.2,mV,,50.0,PASS,
SRB5030-2608-0041,L2608C,FIX-01,B,2026-08-24T16:57:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0042,L2608C,FIX-02,B,2026-08-24T17:04:00,1,R_OUT,3316.7,ohm,500.0,,PASS,
SRB5030-2608-0042,L2608C,FIX-02,B,2026-08-24T17:04:07,2,IQ_NL,10.57,mA,,25.00,PASS,
SRB5030-2608-0042,L2608C,FIX-02,B,2026-08-24T17:04:14,3,VOUT,5.0156,V,4.9500,5.0500,PASS,
SRB5030-2608-0042,L2608C,FIX-02,B,2026-08-24T17:04:21,4,LINE_REG,0.088,%,,0.300,PASS,
SRB5030-2608-0042,L2608C,FIX-02,B,2026-08-24T17:04:28,5,LOAD_REG,0.421,%,,0.800,PASS,
SRB5030-2608-0042,L2608C,FIX-02,B,2026-08-24T17:04:35,6,EFF_FL,92.39,%,88.00,,PASS,
SRB5030-2608-0042,L2608C,FIX-02,B,2026-08-24T17:04:42,7,RIPPLE,17.5,mV,,50.0,PASS,
SRB5030-2608-0042,L2608C,FIX-02,B,2026-08-24T17:04:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0043,L2608C,FIX-03,B,2026-08-24T17:11:00,1,R_OUT,3316.2,ohm,500.0,,PASS,
SRB5030-2608-0043,L2608C,FIX-03,B,2026-08-24T17:11:07,2,IQ_NL,10.89,mA,,25.00,PASS,
SRB5030-2608-0043,L2608C,FIX-03,B,2026-08-24T17:11:14,3,VOUT,4.9650,V,4.9500,5.0500,PASS,
SRB5030-2608-0043,L2608C,FIX-03,B,2026-08-24T17:11:21,4,LINE_REG,0.130,%,,0.300,PASS,
SRB5030-2608-0043,L2608C,FIX-03,B,2026-08-24T17:11:28,5,LOAD_REG,0.440,%,,0.800,PASS,
SRB5030-2608-0043,L2608C,FIX-03,B,2026-08-24T17:11:35,6,EFF_FL,92.59,%,88.00,,PASS,
SRB5030-2608-0043,L2608C,FIX-03,B,2026-08-24T17:11:42,7,RIPPLE,21.6,mV,,50.0,PASS,
SRB5030-2608-0043,L2608C,FIX-03,B,2026-08-24T17:11:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0044,L2608C,FIX-04,B,2026-08-24T17:18:00,1,R_OUT,3242.4,ohm,500.0,,PASS,
SRB5030-2608-0044,L2608C,FIX-04,B,2026-08-24T17:18:07,2,IQ_NL,11.03,mA,,25.00,PASS,
SRB5030-2608-0044,L2608C,FIX-04,B,2026-08-24T17:18:14,3,VOUT,4.9916,V,4.9500,5.0500,PASS,
SRB5030-2608-0044,L2608C,FIX-04,B,2026-08-24T17:18:21,4,LINE_REG,0.152,%,,0.300,PASS,
SRB5030-2608-0044,L2608C,FIX-04,B,2026-08-24T17:18:28,5,LOAD_REG,0.419,%,,0.800,PASS,
SRB5030-2608-0044,L2608C,FIX-04,B,2026-08-24T17:18:35,6,EFF_FL,92.22,%,88.00,,PASS,
SRB5030-2608-0044,L2608C,FIX-04,B,2026-08-24T17:18:42,7,RIPPLE,20.3,mV,,50.0,PASS,
SRB5030-2608-0044,L2608C,FIX-04,B,2026-08-24T17:18:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0045,L2608D,FIX-01,B,2026-08-24T17:25:00,1,R_OUT,3371.4,ohm,500.0,,PASS,
SRB5030-2608-0045,L2608D,FIX-01,B,2026-08-24T17:25:07,2,IQ_NL,10.71,mA,,25.00,PASS,
SRB5030-2608-0045,L2608D,FIX-01,B,2026-08-24T17:25:14,3,VOUT,4.9956,V,4.9500,5.0500,PASS,
SRB5030-2608-0045,L2608D,FIX-01,B,2026-08-24T17:25:21,4,LINE_REG,0.104,%,,0.300,PASS,
SRB5030-2608-0045,L2608D,FIX-01,B,2026-08-24T17:25:28,5,LOAD_REG,0.414,%,,0.800,PASS,
SRB5030-2608-0045,L2608D,FIX-01,B,2026-08-24T17:25:35,6,EFF_FL,92.37,%,88.00,,PASS,
SRB5030-2608-0045,L2608D,FIX-01,B,2026-08-24T17:25:42,7,RIPPLE,22.4,mV,,50.0,PASS,
SRB5030-2608-0045,L2608D,FIX-01,B,2026-08-24T17:25:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0046,L2608D,FIX-02,B,2026-08-24T17:32:00,1,R_OUT,3233.5,ohm,500.0,,PASS,
SRB5030-2608-0046,L2608D,FIX-02,B,2026-08-24T17:32:07,2,IQ_NL,10.92,mA,,25.00,PASS,
SRB5030-2608-0046,L2608D,FIX-02,B,2026-08-24T17:32:14,3,VOUT,4.9992,V,4.9500,5.0500,PASS,
SRB5030-2608-0046,L2608D,FIX-02,B,2026-08-24T17:32:21,4,LINE_REG,0.118,%,,0.300,PASS,
SRB5030-2608-0046,L2608D,FIX-02,B,2026-08-24T17:32:28,5,LOAD_REG,0.401,%,,0.800,PASS,
SRB5030-2608-0046,L2608D,FIX-02,B,2026-08-24T17:32:35,6,EFF_FL,92.59,%,88.00,,PASS,
SRB5030-2608-0046,L2608D,FIX-02,B,2026-08-24T17:32:42,7,RIPPLE,23.5,mV,,50.0,PASS,
SRB5030-2608-0046,L2608D,FIX-02,B,2026-08-24T17:32:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0047,L2608D,FIX-03,B,2026-08-24T17:39:00,1,R_OUT,3208.2,ohm,500.0,,PASS,
SRB5030-2608-0047,L2608D,FIX-03,B,2026-08-24T17:39:07,2,IQ_NL,11.54,mA,,25.00,PASS,
SRB5030-2608-0047,L2608D,FIX-03,B,2026-08-24T17:39:14,3,VOUT,4.9670,V,4.9500,5.0500,PASS,
SRB5030-2608-0047,L2608D,FIX-03,B,2026-08-24T17:39:21,4,LINE_REG,0.119,%,,0.300,PASS,
SRB5030-2608-0047,L2608D,FIX-03,B,2026-08-24T17:39:28,5,LOAD_REG,0.397,%,,0.800,PASS,
SRB5030-2608-0047,L2608D,FIX-03,B,2026-08-24T17:39:35,6,EFF_FL,92.88,%,88.00,,PASS,
SRB5030-2608-0047,L2608D,FIX-03,B,2026-08-24T17:39:42,7,RIPPLE,20.4,mV,,50.0,PASS,
SRB5030-2608-0047,L2608D,FIX-03,B,2026-08-24T17:39:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0048,L2608D,FIX-04,B,2026-08-24T17:46:00,1,R_OUT,3244.3,ohm,500.0,,PASS,
SRB5030-2608-0048,L2608D,FIX-04,B,2026-08-24T17:46:07,2,IQ_NL,11.10,mA,,25.00,PASS,
SRB5030-2608-0048,L2608D,FIX-04,B,2026-08-24T17:46:14,3,VOUT,4.9927,V,4.9500,5.0500,PASS,
SRB5030-2608-0048,L2608D,FIX-04,B,2026-08-24T17:46:21,4,LINE_REG,0.099,%,,0.300,PASS,
SRB5030-2608-0048,L2608D,FIX-04,B,2026-08-24T17:46:28,5,LOAD_REG,0.405,%,,0.800,PASS,
SRB5030-2608-0048,L2608D,FIX-04,B,2026-08-24T17:46:35,6,EFF_FL,92.36,%,88.00,,PASS,
SRB5030-2608-0048,L2608D,FIX-04,B,2026-08-24T17:46:42,7,RIPPLE,20.6,mV,,50.0,PASS,
SRB5030-2608-0048,L2608D,FIX-04,B,2026-08-24T17:46:49,8,I_LIM,4.05,A,3.70,5.00,PASS,
SRB5030-2608-0049,L2608A,FIX-01,B,2026-08-24T17:53:00,1,R_OUT,3377.8,ohm,500.0,,PASS,
SRB5030-2608-0049,L2608A,FIX-01,B,2026-08-24T17:53:07,2,IQ_NL,11.00,mA,,25.00,PASS,
SRB5030-2608-0049,L2608A,FIX-01,B,2026-08-24T17:53:14,3,VOUT,4.9904,V,4.9500,5.0500,PASS,
SRB5030-2608-0049,L2608A,FIX-01,B,2026-08-24T17:53:21,4,LINE_REG,0.114,%,,0.300,PASS,
SRB5030-2608-0049,L2608A,FIX-01,B,2026-08-24T17:53:28,5,LOAD_REG,0.373,%,,0.800,PASS,
SRB5030-2608-0049,L2608A,FIX-01,B,2026-08-24T17:53:35,6,EFF_FL,93.12,%,88.00,,PASS,
SRB5030-2608-0049,L2608A,FIX-01,B,2026-08-24T17:53:42,7,RIPPLE,20.5,mV,,50.0,PASS,
SRB5030-2608-0049,L2608A,FIX-01,B,2026-08-24T17:53:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0050,L2608A,FIX-02,B,2026-08-24T18:00:00,1,R_OUT,3349.8,ohm,500.0,,PASS,
SRB5030-2608-0050,L2608A,FIX-02,B,2026-08-24T18:00:07,2,IQ_NL,10.69,mA,,25.00,PASS,
SRB5030-2608-0050,L2608A,FIX-02,B,2026-08-24T18:00:14,3,VOUT,4.9814,V,4.9500,5.0500,PASS,
SRB5030-2608-0050,L2608A,FIX-02,B,2026-08-24T18:00:21,4,LINE_REG,0.109,%,,0.300,PASS,
SRB5030-2608-0050,L2608A,FIX-02,B,2026-08-24T18:00:28,5,LOAD_REG,0.402,%,,0.800,PASS,
SRB5030-2608-0050,L2608A,FIX-02,B,2026-08-24T18:00:35,6,EFF_FL,92.26,%,88.00,,PASS,
SRB5030-2608-0050,L2608A,FIX-02,B,2026-08-24T18:00:42,7,RIPPLE,18.2,mV,,50.0,PASS,
SRB5030-2608-0050,L2608A,FIX-02,B,2026-08-24T18:00:49,8,I_LIM,4.25,A,3.70,5.00,PASS,
SRB5030-2608-0051,L2608A,FIX-03,A,2026-08-25T07:12:00,1,R_OUT,3274.4,ohm,500.0,,PASS,
SRB5030-2608-0051,L2608A,FIX-03,A,2026-08-25T07:12:07,2,IQ_NL,11.10,mA,,25.00,PASS,
SRB5030-2608-0051,L2608A,FIX-03,A,2026-08-25T07:12:14,3,VOUT,4.9781,V,4.9500,5.0500,PASS,
SRB5030-2608-0051,L2608A,FIX-03,A,2026-08-25T07:12:21,4,LINE_REG,0.082,%,,0.300,PASS,
SRB5030-2608-0051,L2608A,FIX-03,A,2026-08-25T07:12:28,5,LOAD_REG,0.414,%,,0.800,PASS,
SRB5030-2608-0051,L2608A,FIX-03,A,2026-08-25T07:12:35,6,EFF_FL,92.75,%,88.00,,PASS,
SRB5030-2608-0051,L2608A,FIX-03,A,2026-08-25T07:12:42,7,RIPPLE,19.1,mV,,50.0,PASS,
SRB5030-2608-0051,L2608A,FIX-03,A,2026-08-25T07:12:49,8,I_LIM,4.25,A,3.70,5.00,PASS,
SRB5030-2608-0052,L2608A,FIX-04,A,2026-08-25T07:19:00,1,R_OUT,3187.8,ohm,500.0,,PASS,
SRB5030-2608-0052,L2608A,FIX-04,A,2026-08-25T07:19:07,2,IQ_NL,11.44,mA,,25.00,PASS,
SRB5030-2608-0052,L2608A,FIX-04,A,2026-08-25T07:19:14,3,VOUT,4.9443,V,4.9500,5.0500,FAIL,"vout 4.943, below limit"
SRB5030-2608-0052,L2608A,FIX-04,A,2026-08-25T07:19:21,4,LINE_REG,0.127,%,,0.300,PASS,
SRB5030-2608-0052,L2608A,FIX-04,A,2026-08-25T07:19:28,5,LOAD_REG,0.449,%,,0.800,PASS,
SRB5030-2608-0052,L2608A,FIX-04,A,2026-08-25T07:19:35,6,EFF_FL,92.49,%,88.00,,PASS,
SRB5030-2608-0052,L2608A,FIX-04,A,2026-08-25T07:19:42,7,RIPPLE,22.4,mV,,50.0,PASS,
SRB5030-2608-0052,L2608A,FIX-04,A,2026-08-25T07:19:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0053,L2608B,FIX-01,A,2026-08-25T07:26:00,1,R_OUT,3468.0,ohm,500.0,,PASS,
SRB5030-2608-0053,L2608B,FIX-01,A,2026-08-25T07:26:07,2,IQ_NL,11.12,mA,,25.00,PASS,
SRB5030-2608-0053,L2608B,FIX-01,A,2026-08-25T07:26:14,3,VOUT,5.0010,V,4.9500,5.0500,PASS,
SRB5030-2608-0053,L2608B,FIX-01,A,2026-08-25T07:26:21,4,LINE_REG,0.156,%,,0.300,PASS,
SRB5030-2608-0053,L2608B,FIX-01,A,2026-08-25T07:26:28,5,LOAD_REG,0.419,%,,0.800,PASS,
SRB5030-2608-0053,L2608B,FIX-01,A,2026-08-25T07:26:35,6,EFF_FL,92.72,%,88.00,,PASS,
SRB5030-2608-0053,L2608B,FIX-01,A,2026-08-25T07:26:42,7,RIPPLE,48.0,mV,,50.0,PASS,
SRB5030-2608-0053,L2608B,FIX-01,A,2026-08-25T07:26:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0054,L2608B,FIX-02,A,2026-08-25T07:33:00,1,R_OUT,3227.4,ohm,500.0,,PASS,
SRB5030-2608-0054,L2608B,FIX-02,A,2026-08-25T07:33:07,2,IQ_NL,11.25,mA,,25.00,PASS,
SRB5030-2608-0054,L2608B,FIX-02,A,2026-08-25T07:33:14,3,VOUT,4.9925,V,4.9500,5.0500,PASS,
SRB5030-2608-0054,L2608B,FIX-02,A,2026-08-25T07:33:21,4,LINE_REG,0.111,%,,0.300,PASS,
SRB5030-2608-0054,L2608B,FIX-02,A,2026-08-25T07:33:28,5,LOAD_REG,0.410,%,,0.800,PASS,
SRB5030-2608-0054,L2608B,FIX-02,A,2026-08-25T07:33:35,6,EFF_FL,92.44,%,88.00,,PASS,
SRB5030-2608-0054,L2608B,FIX-02,A,2026-08-25T07:33:42,7,RIPPLE,48.5,mV,,50.0,PASS,
SRB5030-2608-0054,L2608B,FIX-02,A,2026-08-25T07:33:49,8,I_LIM,4.15,A,3.70,5.00,PASS,
SRB5030-2608-0055,L2608B,FIX-03,A,2026-08-25T07:40:00,1,R_OUT,3429.1,ohm,500.0,,PASS,
SRB5030-2608-0055,L2608B,FIX-03,A,2026-08-25T07:40:07,2,IQ_NL,11.44,mA,,25.00,PASS,
SRB5030-2608-0055,L2608B,FIX-03,A,2026-08-25T07:40:14,3,VOUT,4.9662,V,4.9500,5.0500,PASS,
SRB5030-2608-0055,L2608B,FIX-03,A,2026-08-25T07:40:21,4,LINE_REG,0.103,%,,0.300,PASS,
SRB5030-2608-0055,L2608B,FIX-03,A,2026-08-25T07:40:28,5,LOAD_REG,0.430,%,,0.800,PASS,
